"","State","Account.Length","Area.Code","Phone","Int.l.Plan","VMail.Plan","VMail.Message","Day.Mins","Day.Calls","Day.Charge","Eve.Mins","Eve.Calls","Eve.Charge","Night.Mins","Night.Calls","Night.Charge","Intl.Mins","Intl.Calls","Intl.Charge","CustServ.Calls","Churn."
"941","DE",117,415,"417-2716","no","no"," 0",168.8,137,"28.70",241.4,"107",20.52,204.8,106,9.22,15.5,4,"4.19",0,"False."
"942","IA",63,510,"402-1725","","no"," 0",153.5,81,"26.10",287.3,"115",24.42,230.2,85,10.36,6.5,5,"1.76",2,"False."
"943","VT",126,415,"403-3229","no","no"," 0",226.2,88,"38.45",140.3,"114",11.93,208.9,110,9.4,6.4,2,"1.73",0,"False."
"944","OR",132,510,"353-6056","no","no"," 0",191.9,107,"32.62",206.9,"127",17.59,272,88,12.24,12.6,2,"3.40",1,"False."
"945","NV",81,415,"399-9802","","yes","28",167.9,147,"28.54",190.7,"105",16.21,193,103,8.69,9.2,6,"",4,"True."
"946","NC",122,415,"366-7069","no","no"," 0",180,88,"30.60",145," 77",12.33,233.7,120,10.52,11.5,6,"3.11",2,"False."
"947","NJ",46,408,"","no","no"," 0",257.4,67,"43.76",261.1," 91",22.19,204.4,107,9.2,13.4,5,"",2,"True."
"948","MN",150,415,"393-6376","no","yes","28",174.4,75,"",169.9," 80",14.44,201.6,130,9.07,11,4,"2.97",1,"False."
"951","AK",108,415,"330-5462","no","no"," 0",103,129,"17.51",242.3,"103",20.6,170.2,89,7.66,7.9,3,"2.13",1,"False."
"952","VT",101,415,"407-2292","no","no"," 0",153.8,89,"26.15",234," 89",19.89,196.3,77,8.83,11.6,2,"3.13",4,"False."
"953","PA",53,415,"340-3011","no","no"," 0",205.1,86,"34.87",160.5," 95",13.64,149.5,142,6.73,10.7,2,"2.89",3,"False."
"954","AK",132,415,"345-9153","no","yes","39",175.7,93,"29.87",187.2," 94",15.91,225.5,118,10.15,8.6,3,"2.32",2,"False."
"955","CA",158,510,"379-5503","no","no"," 0",155.9,123,"26.50",224.2,"112",19.06,221,116,9.95,8.6,8,"2.32",2,"False."
"956","MS",114,415,"389-6790","","yes","34",154.4,109,"26.25",221.4,"142",18.82,208.5,103,9.38,10.3,5,"2.78",0,"False."
"957","AR",77,415,"408-3610","no","yes","",209.7,73,"35.65",183.6," 63",15.61,205.5,111,9.25,7.1,3,"",2,"False."
"958","NV",144,415,"375-8238","yes","no"," 0",150,69,"25.50",285.9," 73",24.3,190.6,121,8.58,9.4,15,"2.54",0,"False."
"960","GA",58,408,"389-9120","no","no"," 0",165.4,100,"28.12",115.7," 87",9.83,193.8,118,8.72,12.8,5,"3.46",2,"False."
"961","AR",5,415,"380-2758","no","no","",199.2,106,"33.86",187.3," 12",15.92,214,85,9.63,13.3,3,"3.59",3,"False."
"962","MA",97,408,"","","no","",217.6,81,"36.99",320.5," 51",27.24,150.7,110,6.78,4.2,3,"1.13",0,"False."
"963","NJ",107,415,"354-9062","no","no"," 0",212.1,95,"36.06",150.1," 88",12.76,219.8,111,9.89,7.7,2,"2.08",3,"False."
"964","MO",142,415,"417-2054","no","yes","30",154,75,"26.18",165.8," 97",14.09,270,83,12.15,10.8,5,"2.92",1,"False."
"965","NY",9,408,"353-1941","no","yes","31",193.8,130,"32.95",202.6," 98",17.22,191.2,102,8.6,13.3,2,"3.59",1,"False."
"966","AZ",73,415,"328-1522","no","no"," 0",175.4,130,"29.82",248.1,"105",21.09,122.4,85,5.51,12.2,4,"3.29",0,"False."
"967","NJ",48,510,"408-4529","no","yes","22",152,63,"25.84",258.8,"131",22,263.2,109,11.84,15.7,5,"4.24",2,"True."
"968","WV",43,408,"","","no"," 0",230.2,147,"39.13",186.7,"121",15.87,128.4,100,5.78,9.2,3,"2.48",0,"False."
"969","NM",122,408,"370-9755","no","yes","33",174.9,103,"29.73",248.2,"105",21.1,164.6,116,7.41,13.5,3,"3.65",1,"True."
"970","SC",93,415,"","no","no"," 0",190.2,68,"32.33",262.2," 64",22.29,130,92,5.85,8.8,4,"2.38",0,"False."
"971","VT",85,415,"334-6605","no","no"," 0",176.4,122,"29.99",224.9,"123",19.12,219.6,50,9.88,11.5,1,"3.11",1,"False."
"972","TN",59,415,"399-5564","no","no"," 0",160.9,95,"27.35",251.2," 65",21.35,273.4,97,12.3,5,5,"1.35",3,"False."
"973","LA",87,415,"392-2887","no","no"," 0",228.7,90,"38.88",163," 99",13.86,154.1,90,6.93,11.8,3,"",1,"False."
"974","OH",137,408,"328-2110","no","no"," 0",144,90,"",181.6,"100",15.44,128.1,93,5.76,12.3,2,"3.32",0,"False."
"975","OR",21,510,"383-5976","no","yes","31",135.9,90,"23.10",271," 84",23.04,179.1,89,8.06,9.5,7,"2.57",6,"False."
"976","DE",129,510,"332-6181","no","no"," 0",334.3,118,"56.83",192.1,"104",16.33,191,83,8.59,10.4,6,"2.81",0,"True."
"978","GA",93,408,"413-5190","no","yes","21",134.2,105,"22.81",162.5,"128",13.81,186.6,90,8.4,11.8,2,"3.19",4,"True."
"979","VT",63,415,"394-7447","no","no"," 0",278,102,"47.26",266.4,"114",22.64,224.1,118,10.08,13.1,4,"3.54",4,"True."
"981","TX",50,510,"395-6002","no","no","",188.9,94,"",203.9,"104",17.33,151.8,124,6.83,11.6,8,"3.13",3,"False."
"982","MO",103,408,"372-9816","","yes","24",111.8,85,"19.01",239.6,"",20.37,268.3,81,12.07,6.9,4,"1.86",1,"False."
"983","ND",84,415,"400-7253","no","yes","33",159.1,106,"27.05",149.8,"101",12.73,213.4,108,9.6,13,18,"3.51",1,"False."
"984","MN",92,510,"344-7470","no","no"," 0",212.4,105,"36.11",224.6,"118",19.09,221.3,105,9.96,9,4,"2.43",1,"False."
"985","NV",77,415,"378-8572","","no"," 0",142.3,112,"24.19",306.3,"111",26.04,196.5,82,8.84,9.9,1,"2.67",1,"False."
"986","NY",64,415,"345-9140","yes","no","",346.8,55,"58.96",249.5," 79",21.21,275.4,102,12.39,13.3,9,"3.59",1,"True."
"987","FL",159,415,"340-5460","no","yes","15",113.9,102,"19.36",145.3,"",12.35,195.2,137,8.78,11.8,9,"3.19",1,"False."
"988","KS",110,415,"369-8024","yes","yes","",267.9,103,"45.54",263.3," 74",22.38,178.1,106,8.01,8.3,2,"2.24",1,"True."
"989","NV",138,510,"395-8595","no","no"," 0",171.4,117,"29.14",115.2,"128",9.79,224.5,115,10.1,17,4,"4.59",3,"False."
"990","NV",178,408,"359-4587","no","no"," 0",275.4,150,"46.82",187.5," 62",15.94,147.1,126,6.62,13.6,3,"3.67",1,"False."
"992","MI",50,415,"361-3779","no","yes","35",192.6,97,"32.74",135.2,"101",11.49,216.2,101,9.73,7.9,2,"2.13",2,"False."
"993","MI",45,510,"","no","yes","26",91.7,104,"15.59",150.6,"119",12.8,63.3,103,2.85,7.7,5,"2.08",1,"False."
"994","TN",70,510,"395-4757","no","no"," 0",126.3,99,"21.47",141.6,"",12.04,255.9,96,11.52,9.6,2,"2.59",0,"False."
"995","NY",147,510,"421-7205","no","yes","33",251.5,107,"42.76",234.1,"110",19.9,213.4,87,9.6,10.4,6,"",3,"False."
"996","NV",94,510,"379-8805","no","no"," 0",190.6,108,"32.40",152.3," 95",12.95,144.7,97,6.51,7.5,5,"2.03",1,"False."
"998","MS",116,415,"417-9128","no","no"," 0",217.3,91,"36.94",216.1," 95",18.37,148.1,76,6.66,11.3,3,"3.05",2,"False."
"999","ND",59,510,"351-4226","no","no"," 0",179.4,80,"",232.5,"",19.76,175.8,105,7.91,14.7,3,"3.97",0,"False."
"1000","NC",165,415,"330-6630","no","no"," 0",207.7,109,"35.31",164.8," 94",14.01,54.5,91,2.45,7.9,3,"2.13",0,"False."
"1002","TN",140,415,"372-3987","no","no"," 0",125.3,84,"21.30",167.6,"121",14.25,260.6,94,11.73,8.4,4,"2.27",1,"False."
"1004","OK",52,510,"412-9357","no","yes","38",169.3,88,"28.78",225.9," 97",19.2,172,86,7.74,8.2,3,"2.21",0,"False."
"1005","DE",64,415,"402-3599","no","yes","27",201.3,101,"",143.8," 89",12.22,150.2,127,6.76,12.3,3,"3.32",1,"False."
"1006","ND",12,510,"379-5211","yes","no"," 0",216.7,117,"36.84",116.5,"126",9.9,220,110,9.9,9.8,4,"2.65",2,"False."
"1007","OR",48,415,"405-9217","no","no","",190.4,92,"",317.5," 85",26.99,133.4,113,6,8.3,4,"",2,"False."
"1008","NY",181,408,"340-9200","no","no"," 0",143.3,91,"24.36",195.5," 58",16.62,223.3,95,10.05,6,7,"1.62",1,"False."
"1009","MO",168,415,"","no","yes","42",97.4,57,"16.56",203.6,"",17.31,173.9,124,7.83,11.4,2,"3.08",2,"False."
"1010","FL",155,415,"","no","no"," 0",181.4,111,"30.84",167.7," 92",14.25,168.5,122,7.58,11.3,3,"3.05",3,"False."
"1012","NY",11,415,"401-4650","no","no"," 0",143.4,130,"24.38",289.4," 50",24.6,194,100,8.73,9.7,6,"",2,"False."
"1013","ND",182,415,"400-3945","no","no"," 0",104.9,111,"17.83",198.5,"120",16.87,258.2,91,11.62,8,5,"2.16",2,"False."
"1014","NY",104,415,"338-3781","no","no"," 0",156.2,93,"26.55",193," 54",16.41,222.7,94,10.02,13.1,5,"3.54",1,"False."
"1015","OH",102,415,"342-6316","no","no"," 0",114.8,125,"19.52",81.9,"",6.96,304.3,101,13.69,12,4,"3.24",0,"False."
"1017","SC",41,415,"332-1060","no","no"," 0",143.6,117,"24.41",152.4,"108",12.95,194.4,110,8.75,8.6,3,"2.32",1,"False."
"1018","GA",132,415,"418-3426","no","no"," 0",176.7,132,"30.04",244.1," 80",20.75,176.3,120,7.93,9.1,4,"2.46",2,"False."
"1019","WY",76,415,"408-6326","no","no","",263.4,148,"44.78",230.3," 69",19.58,170.6,101,7.68,11.4,5,"3.08",1,"True."
"1020","WV",13,415,"334-6142","no","no"," 0",146.4,74,"24.89",148.5," 92",12.62,216.7,96,9.75,11.3,3,"3.05",1,"False."
"1021","HI",115,415,"336-6128","no","yes","33",145,72,"24.65",194.5,"157",16.53,242.3,138,10.9,14.2,3,"3.83",2,"False."
"1022","WV",67,408,"406-6708","no","no","",167.8,91,"28.53",167.7,"",14.25,110.3,71,4.96,8.4,12,"2.27",1,"False."
"1023","LA",154,510,"388-8670","no","no"," 0",166.9,99,"28.37",154.9," 97",13.17,189.4,89,8.52,7.2,5,"1.94",0,"False."
"1024","AR",100,510,"363-5853","no","no"," 0",142.5,87,"24.23",195.7," 88",16.63,122.1,117,5.49,7.8,8,"",2,"False."
"1025","AK",146,510,"383-6544","yes","no"," 0",133,65,"",262.8," 93",22.34,214.3,128,9.64,11.2,3,"3.02",1,"False."
"1026","DC",148,415,"378-2940","no","yes","",252.9,129,"42.99",284.3,"",24.17,262.8,99,11.83,12.3,1,"3.32",1,"False."
"1027","AL",67,415,"338-7683","no","yes","28",95,94,"16.15",291.2," 73",24.75,159.6,114,7.18,10,2,"2.70",2,"False."
"1028","UT",161,510,"","yes","no"," 0",194.2,106,"",249.4,"105",21.2,254.9,129,11.47,12.9,1,"3.48",1,"True."
"1029","KS",70,415,"369-9465","no","no"," 0",222.8,114,"",215.9,"113",18.35,223.5,122,10.06,0,0,"0.00",1,"False."
"1030","MN",116,510,"337-3769","no","no"," 0",201.8,82,"34.31",231.5," 95",19.68,226.1,130,10.17,16.5,5,"4.46",0,"False."
"1031","VA",99,415,"400-6257","no","yes","42",216,125,"36.72",232.3,"104",19.75,215.5,100,9.7,9.3,4,"2.51",2,"True."
"1032","UT",87,415,"411-6663","no","no"," 0",146.3,108,"24.87",171.8,"",14.6,167.5,66,7.54,5.3,9,"1.43",1,"False."
"1033","IN",87,510,"384-3101","no","no"," 0",234.8,85,"39.92",140.9," 91",11.98,204.3,93,9.19,9.5,5,"2.57",1,"False."
"1034","CT",70,408,"339-5329","no","no"," 0",198.6,111,"33.76",213.9,"115",18.18,171.2,105,7.7,10.6,6,"2.86",2,"False."
"1035","DE",131,408,"388-9944","","no"," 0",94.4,80,"16.05",215.1,"101",18.28,179.7,108,8.09,13.1,9,"3.54",2,"False."
"1036","VT",119,510,"403-1769","no","no"," 0",190.4,74,"32.37",215.6,"113",18.33,161.2,111,7.25,10,1,"2.70",2,"False."
"1037","MO",119,408,"390-1612","no","yes","",142.6,77,"",208.2,"126",17.7,171,102,7.69,12,2,"3.24",3,"False."
"1038","RI",87,510,"421-7214","yes","no","",134.2,80,"22.81",165," 71",14.03,173.1,102,7.79,10.7,5,"2.89",0,"False."
"1039","CA",112,415,"338-6962","no","no"," 0",111.9,92,"19.02",114,"143",9.69,146.8,79,6.61,14.1,3,"3.81",5,"True."
"1041","CT",150,510,"411-8549","no","no"," 0",189.3,77,"32.18",220.9,"105",18.78,238.7,117,10.74,9.2,5,"2.48",4,"False."
"1042","IN",161,510,"381-9234","no","yes","38",240.4,112,"40.87",201.8,"102",17.15,206.1,112,9.27,16.1,6,"4.35",0,"False."
"1043","FL",91,510,"","yes","yes","24",93.5,112,"15.90",183.4,"128",15.59,240.7,133,10.83,9.9,3,"2.67",0,"False."
"1044","KS",124,415,"","no","no"," 0",158.6,104,"26.96",211.2," 77",17.95,179.3,104,8.07,10.2,8,"2.75",3,"False."
"1045","NY",94,510,"417-3046","yes","no"," 0",243.2,109,"41.34",147,"",12.5,94.9,99,4.27,7.2,4,"1.94",4,"False."
"1046","TX",217,408,"385-7082","no","no"," 0",176.4,115,"29.99",158.8,"128",13.5,306.6,107,13.8,9.3,3,"2.51",4,"False."
"1047","RI",158,510,"365-5886","","no"," 0",220.9,129,"37.55",242.2,"108",20.59,233.3,75,10.5,6.4,5,"",0,"False."
"1048","NV",102,415,"373-5196","no","no"," 0",144.4,87,"24.55",266.5,"128",22.65,217.6,59,9.79,7.1,7,"",0,"False."
"1049","UT",85,510,"327-6194","no","no"," 0",212.3,107,"36.09",228.4,"",19.41,163.3,116,7.35,7.7,3,"2.08",0,"False."
"1050","OK",79,510,"381-4565","","no"," 0",147,72,"24.99",165.7,"102",14.08,243.2,107,10.94,8.4,9,"2.27",1,"False."
"1052","NC",103,415,"396-4845","","no"," 0",263.4,118,"44.78",179.1," 69",15.22,214.7,112,9.66,10.3,2,"2.78",0,"False."
"1053","OR",98,415,"378-6772","yes","no"," 0",12.5,67," 2.13",256.6," 90",21.81,169.4,88,7.62,7.7,9,"2.08",1,"False."
"1054","NH",78,408,"353-4296","no","no"," 0",162.3,116,"27.59",192.4," 86",16.35,240.6,100,10.83,10.1,3,"2.73",2,"False."
"1055","AK",50,408,"362-8331","no","no"," 0",183.6,107,"31.21",58.6,"118",4.98,202.6,99,9.12,8.7,3,"2.35",1,"False."
"1056","OR",161,415,"362-4685","no","no"," 0",178.1,109,"30.28",146.5," 86",12.45,137.6,78,6.19,8.5,2,"2.30",1,"False."
"1057","KS",67,408,"383-1431","no","no"," 0",201.4,101,"34.24",97.6,"122",8.3,202.5,119,9.11,7,3,"1.89",0,"False."
"1058","WV",86,415,"332-2258","no","yes","38",123,158,"20.91",133.9,"119",11.38,138.2,103,6.22,13.3,4,"3.59",1,"False."
"1059","GA",92,510,"","no","no","",208,125,"35.36",198.9,"",16.91,76.4,97,3.44,8.6,6,"2.32",0,"False."
"1060","NM",174,415,"340-5580","no","no"," 0",239.2,72,"",188.5,"",16.02,105.6,116,4.75,8.8,3,"2.38",1,"False."
"1061","OH",124,510,"362-1490","no","no"," 0",193,97,"32.81",89.8," 99",7.63,172.8,104,7.78,15.3,3,"4.13",1,"False."
"1062","ND",132,415,"336-4281","no","yes","31",174.5,101,"29.67",245.6,"105",20.88,172.8,76,7.78,10.3,9,"2.78",1,"False."
"1063","RI",190,415,"","no","yes","26",116.7,71,"19.84",145.9," 88",12.4,175.1,103,7.88,9.9,3,"2.67",1,"False."
"1064","HI",101,510,"342-5906","","no"," 0",93.8,127,"15.95",150,"104",12.75,241.1,116,10.85,10.7,2,"",1,"False."
"1066","NY",68,415,"349-4762","no","yes","29",239.5,82,"40.72",203.8,"105",17.32,167.8,70,7.55,9.9,6,"2.67",0,"False."
"1067","KS",117,510,"385-3263","no","yes","25",216,140,"36.72",224.1," 69",19.05,267.9,112,12.06,11.8,4,"3.19",0,"False."
"1068","LA",118,408,"405-9496","no","no"," 0",187.4,97,"31.86",177.8," 89",15.11,233.4,97,10.5,12.2,6,"",1,"False."
"1069","PA",124,415,"396-6775","no","no"," 0",167.4,119,"28.46",233.2,"143",19.82,109.6,115,4.93,10.3,5,"2.78",0,"False."
"1070","NV",22,510,"393-6475","no","no"," 0",160.4,108,"27.27",218.1," 88",18.54,192.9,115,8.68,12.5,4,"3.38",1,"False."
"1071","MN",75,415,"379-7779","no","no"," 0",143.2,92,"24.34",209.1,"142",17.77,173,96,7.79,11.9,9,"3.21",1,"False."
"1073","MO",164,408,"400-3497","no","yes","25",219.1,88,"",151.5," 99",12.88,50.1,60,2.25,14.3,6,"3.86",1,"False."
"1075","ME",177,415,"406-8809","no","no"," 0",232.8,106,"39.58",175.2," 97",14.89,212.2,77,9.55,12.5,7,"3.38",2,"False."
"1076","NH",110,408,"358-1778","no","no"," 0",162,81,"27.54",247.5," 89",21.04,155.5,99,7,8.9,8,"2.40",0,"False."
"1077","WY",53,415,"337-4339","no","yes","27",25.9,119," 4.40",206.5," 96",17.55,228.1,64,10.26,6.5,7,"1.76",1,"False."
"1078","NY",108,415,"344-7197","no","no"," 0",154.2,123,"26.21",112.3," 86",9.55,246.4,75,11.09,15.4,4,"4.16",4,"True."
"1081","OH",114,415,"363-2602","no","no"," 0",191.5,88,"32.56",175.2," 78",14.89,220.3,118,9.91,0,0,"0.00",0,"False."
"1082","NC",64,408,"","no","yes","19",291.1,150,"49.49",226.7,"123",19.27,219.1,67,9.86,7.5,2,"",1,"False."
"1083","SD",88,415,"397-5381","no","no"," 0",215.6,115,"36.65",216.2," 85",18.38,171.3,65,7.71,11.8,1,"3.19",3,"False."
"1084","UT",82,510,"406-4604","yes","no"," 0",208.8,101,"35.50",213.7," 87",18.16,175.1,86,7.88,12.4,6,"3.35",3,"False."
"1086","MT",60,408,"360-1852","no","no"," 0",252.7,97,"42.96",221.1,"121",18.79,109.9,100,4.95,12.4,4,"3.35",2,"False."
"1087","NJ",113,408,"421-7270","no","no"," 0",132.1,72,"22.46",247.5,"107",21.04,246.2,123,11.08,6.9,6,"1.86",3,"False."
"1088","FL",109,408,"371-9482","no","no"," 0",217,115,"36.89",207,"142",17.6,268,106,12.06,8.2,4,"2.21",1,"False."
"1089","IN",105,510,"337-4101","no","yes","",101.9,79,"17.32",223.1," 97",18.96,241.6,77,10.87,12.9,2,"3.48",0,"False."
"1090","DE",85,510,"420-2796","","no"," 0",211.5,100,"35.96",184.6," 88",15.69,164.3,131,7.39,13.3,4,"3.59",2,"False."
"1091","AL",131,510,"366-4225","no","no"," 0",153.4,86,"26.08",198.5," 81",16.87,164.4,83,7.4,10.4,3,"2.81",0,"False."
"1092","ME",59,510,"398-4567","no","no"," 0",166.3,95,"28.27",239.3,"",20.34,123.2,108,5.54,10,3,"2.70",2,"False."
"1093","SD",148,408,"","no","no","",185.2,87,"31.48",170.4," 96",14.48,165.1,104,7.43,9.5,13,"",1,"False."
"1094","VA",210,408,"360-8666","no","no","",104.6,121,"17.78",149.5," 71",12.71,255.1,67,11.48,6.5,8,"1.76",2,"False."
"1095","AK",115,415,"333-3704","","no"," 0",245.2,105,"",159,"109",13.52,229.9,74,10.35,7.2,8,"1.94",0,"False."
"1096","ID",106,510,"383-2566","no","no"," 0",274.4,120,"",198.6," 82",16.88,160.8,62,7.24,6,3,"1.62",1,"False."
"1097","RI",93,415,"406-5584","no","no"," 0",98.4,78,"16.73",249.6,"",21.22,248.2,114,11.17,14.2,4,"3.83",1,"False."
"1098","KY",57,415,"344-4691","no","yes","29",279.9,121,"47.58",223.1,"109",18.96,251.7,94,11.33,13,2,"3.51",1,"False."
"1099","ND",98,510,"","no","no"," 0",187.2,127,"31.82",195.6," 88",16.63,181.8,129,8.18,5.1,4,"1.38",1,"False."
"1100","HI",157,415,"333-7961","no","no"," 0",276.2,95,"",165.8,"119",14.09,151.6,79,6.82,2.2,4,"0.59",3,"False."
"1101","WI",116,415,"364-2439","no","yes","35",200.4,104,"34.07",272.8," 89",23.19,214.5,100,9.65,8.3,4,"2.24",1,"False."
"1102","WV",30,510,"411-8043","no","no","",162.3,96,"",244,"122",20.74,180.1,89,8.1,9.1,4,"2.46",2,"False."
"1104","KS",52,415,"413-4831","no","no"," 0",165.5,78,"28.14",205.5," 89",17.47,213.6,124,9.61,12.2,6,"",0,"False."
"1105","AL",72,415,"343-4806","no","no","",217.8,93,"",189.7,"113",16.12,182.6,91,8.22,10.4,5,"2.81",4,"False."
"1106","NJ",135,510,"401-8735","no","yes","28",201.4,100,"34.24",246.5,"117",20.95,154.8,131,6.97,12.9,4,"3.48",2,"True."
"1107","NC",86,510,"391-8626","no","no"," 0",190.5,115,"32.39",179.6,"130",15.27,258.5,89,11.63,10.1,5,"2.73",3,"False."
"1108","DE",98,415,"327-5817","no","yes","",179.9,97,"",189.2," 89",16.08,164.3,76,7.39,12.8,7,"3.46",3,"False."
"1109","WY",151,510,"381-4712","no","no"," 0",235.9,104,"40.10",80.6,"",6.85,212.8,116,9.58,5.8,2,"1.57",3,"False."
"1110","ID",118,415,"335-3320","no","no"," 0",140.4,112,"23.87",187.1," 60",15.9,207.9,155,9.36,7.9,1,"2.13",0,"False."
"1111","NY",117,415,"415-8780","no","no"," 0",144.6,115,"24.58",258.8," 66",22,253.2,113,11.39,7.4,9,"2.00",2,"False."
"1112","MO",55,510,"362-1146","no","no"," 0",189,100,"32.13",118.5," 99",10.07,248.1,87,11.16,17.1,6,"",0,"False."
"1113","ID",82,408,"352-7413","no","no"," 0",101,93,"17.17",155.6,"104",13.23,304.4,93,13.7,13.3,2,"3.59",0,"False."
"1114","IA",152,415,"387-6716","no","no"," 0",206.3,98,"",292.8," 82",24.89,43.7,121,1.97,10.6,4,"2.86",1,"False."
"1115","TN",108,408,"352-1127","no","yes","15",165.1,85,"",267," 93",22.7,250.7,114,11.28,10.9,4,"2.94",1,"False."
"1116","OH",98,408,"368-1288","no","no"," 0",165,129,"28.05",202.6,"113",17.22,172.3,94,7.75,12.5,7,"3.38",1,"True."
"1117","IL",130,415,"403-5279","no","no"," 0",155.9,95,"26.50",256.1," 97",21.77,262.9,103,11.83,11.7,3,"3.16",3,"False."
"1118","FL",136,408,"397-9333","yes","no"," 0",199.2,122,"",214.7,"114",18.25,150.9,105,6.79,11.8,7,"3.19",1,"False."
"1119","MA",47,415,"411-7353","","no"," 0",155.3,116,"26.40",188.2," 85",16,247,73,11.12,12.3,4,"3.32",3,"False."
"1121","KY",107,415,"330-4419","no","no"," 0",157.1,79,"26.71",162.6,"124",13.82,150,138,6.75,12.1,6,"",1,"False."
"1122","MI",91,415,"390-7930","no","no"," 0",154.4,165,"26.25",168.3,"121",14.31,239.9,81,10.8,11.7,4,"3.16",5,"True."
"1123","NE",159,415,"362-5111","no","no"," 0",189.1,105,"",246.1,"147",20.92,242,106,10.89,10.4,5,"2.81",1,"True."
"1126","MT",111,408,"","no","no"," 0",142.3,75,"24.19",122.8,"106",10.44,229.5,94,10.33,12.8,9,"3.46",2,"False."
"1128","KS",159,415,"415-2176","no","yes","19",184.1,78,"31.30",194.5," 71",16.53,225.6,101,10.15,16.9,3,"",0,"False."
"1129","VA",114,415,"377-8067","yes","yes","31",174.5,104,"29.67",224.2," 92",19.06,116.3,91,5.23,12.3,10,"",2,"False."
"1130","AL",71,415,"362-7835","no","no"," 0",103.3,103,"",138.5," 79",11.77,164.8,98,7.42,9,2,"2.43",2,"False."
"1131","PA",122,415,"361-5225","no","no"," 0",35.1,62," 5.97",180.8,"",15.37,251.6,58,11.32,12.7,2,"3.43",1,"False."
"1132","AL",100,408,"333-3447","no","yes","25",246.6,94,"41.92",141.4,"112",12.02,189.8,109,8.54,13,5,"3.51",1,"False."
"1133","WV",83,415,"341-3044","no","yes","37",78.5,109,"13.35",210.5,"101",17.89,179.7,102,8.09,11.8,4,"3.19",1,"False."
"1134","NV",64,408,"","no","no"," 0",148.1,73,"25.18",164.9,"101",14.02,216,125,9.72,12.3,2,"",5,"True."
"1135","TN",105,408,"353-8849","no","no"," 0",206.2,84,"35.05",256.4,"138",21.79,117.1,91,5.27,9,3,"2.43",1,"False."
"1136","ID",144,415,"402-3476","no","yes","33",251.6,87,"42.77",197.6,"118",16.8,209.2,97,9.41,12.2,3,"3.29",2,"False."
"1137","WY",106,415,"338-6018","yes","yes","26",270.3,111,"45.95",215.2," 90",18.29,254,133,11.43,14.4,7,"3.89",1,"True."
"1139","MA",46,408,"357-1085","no","no"," 0",139.4,81,"23.70",223.7,"113",19.01,173.1,77,7.79,13.6,6,"3.67",1,"False."
"1140","IL",127,510,"353-3285","no","no"," 0",220.2,108,"",188.4,"124",16.01,172.7,113,7.77,11.7,3,"3.16",2,"False."
"1141","LA",9,415,"409-9885","no","yes","39",214.1,108,"36.40",169.2,"115",14.38,189.7,117,8.54,10.1,3,"2.73",1,"False."
"1142","CO",157,415,"388-7701","","no"," 0",196,74,"33.32",213.4," 96",18.14,196.8,81,8.86,7.9,6,"2.13",1,"False."
"1143","UT",105,415,"385-8184","no","no"," 0",106.4,71,"18.09",240.1," 83",20.41,147.7,114,6.65,5.3,4,"1.43",6,"True."
"1144","MI",105,415,"345-2863","no","yes","29",179.4,113,"30.50",275.4,"100",23.41,246.1,105,11.07,10,5,"2.70",0,"False."
"1145","NH",155,408,"353-6300","no","no"," 0",216.7,30,"",144.3,"",12.27,135.3,106,6.09,10.8,1,"2.92",2,"False."
"1146","ID",31,415,"389-5649","no","no","",177.3,129,"30.14",152.8,"105",12.99,162.9,92,7.33,5.1,2,"1.38",0,"False."
"1147","WA",161,415,"378-8137","","no"," 0",151.6,117,"25.77",219.4," 87",18.65,224.7,68,10.11,4,5,"1.08",1,"False."
"1148","MN",95,408,"340-4627","","yes","32",262.2,123,"44.57",165.2," 82",14.04,194.3,57,8.74,10.6,5,"2.86",0,"False."
"1150","MD",37,415,"420-2000","yes","no"," 0",106.6,76,"18.12",147.4," 89",12.53,235.8,113,10.61,9.6,8,"2.59",2,"False."
"1151","GA",132,415,"368-5437","no","no"," 0",193.3,106,"32.86",128.3," 94",10.91,162.1,119,7.29,11.6,4,"3.13",5,"True."
"1152","HI",119,408,"418-8170","no","yes","24",217.2,94,"36.92",138.7," 52",11.79,139.3,85,6.27,11.3,4,"3.05",0,"False."
"1153","AL",16,408,"403-9417","","no"," 0",209.5,89,"35.62",172.8," 85",14.69,94.1,102,4.23,8.8,4,"2.38",1,"False."
"1154","CT",99,408,"330-6165","no","no"," 0",95.4,105,"16.22",207.2,"101",17.61,136,117,6.12,5.6,5,"",1,"False."
"1155","CO",76,408,"412-4185","","yes","26",214.6,110,"36.48",205.2," 87",17.44,134.6,140,6.06,8.1,2,"2.19",1,"False."
"1156","KS",167,415,"409-4734","no","no"," 0",131.6,120,"22.37",211.3," 96",17.96,168.3,97,7.57,11.1,4,"3.00",4,"True."
"1157","NJ",129,415,"","no","no"," 0",168.4,117,"28.63",217.1,"129",18.45,81.6,100,3.67,11.8,7,"3.19",1,"False."
